,ID,TERMS (PT-NPT),RELATIONS,PT,MT,code,domain_code,domain
3944,2547,Tahiti,USE,French Polynesia,7226 Asia and Oceania,7226,72,72 geography
3945,2547,Tahiti,USE,French Polynesia,7231 economic geography,7231,72,72 geography
3946,2547,Tahiti,USE,French Polynesia,7241 overseas countries and territories,7241,72,72 geography
3947,4375,Taiwan,,,7226 Asia and Oceania,7226,72,72 geography
3948,4375,Taiwan,,,7231 economic geography,7231,72,72 geography
3949,5925,Tajikistan,,,7226 Asia and Oceania,7226,72,72 geography
3950,5925,Tajikistan,,,7236 political geography,7236,72,72 geography
3951,4376,Tanzania,,,7221 Africa,7221,72,72 geography
3952,4376,Tanzania,,,7231 economic geography,7231,72,72 geography
3953,2220,Target payment system,USE,intra-EU payment,2411 monetary economics,2411,24,24 finance
3954,2220,Target system,USE,intra-EU payment,2411 monetary economics,2411,24,24 finance
3955,8322,Targovishte region,,,7211 regions of EU Member States,7211,72,72 geography
3956,6155,Taric,,,2011 tariff policy,2011,20,20 trade
3957,7875,Taurages apskritis,USE,Tauragė county,7211 regions of EU Member States,7211,72,72 geography
3958,7875,Tauragė county,,,7211 regions of EU Member States,7211,72,72 geography
3959,8527,Teleorman,,,7211 regions of EU Member States,7211,72,72 geography
3960,3022,Teletel,USE,Videotex,3226 communications,3226,32,32 education and communications
3961,5180,Teletex,,,3226 communications,3226,32,32 education and communications
3962,7876,Telsiu apskritis,USE,Telšiai county,7211 regions of EU Member States,7211,72,72 geography
3963,7876,Telšiai county,,,7211 regions of EU Member States,7211,72,72 geography
3964,1843,Territorial Collectivity of Mayotte,USE,Mayotte,7221 Africa,7221,72,72 geography
3965,1843,Territorial Collectivity of Mayotte,USE,Mayotte,7241 overseas countries and territories,7241,72,72 geography
3966,3823,Territorial Collectivity of Saint Pierre and Miquelon,USE,Saint Pierre and Miquelon,7216 America,7216,72,72 geography
3967,3823,Territorial Collectivity of Saint Pierre and Miquelon,USE,Saint Pierre and Miquelon,7241 overseas countries and territories,7241,72,72 geography
3968,3411,Territory of American Samoa,USE,American Samoa,7226 Asia and Oceania,7226,72,72 geography
3969,3411,Territory of American Samoa,USE,American Samoa,7231 economic geography,7231,72,72 geography
3970,1289,Territory of Guam,USE,Guam,7226 Asia and Oceania,7226,72,72 geography
3971,1289,Territory of Guam,USE,Guam,7231 economic geography,7231,72,72 geography
3972,6279,Territory of Norfolk Island,USE,Norfolk Island,7226 Asia and Oceania,7226,72,72 geography
3973,4453,Thailand,,,7226 Asia and Oceania,7226,72,72 geography
3974,4453,Thailand,,,7231 economic geography,7231,72,72 geography
3975,5713,The former Yugoslav Republic of Macedonia,USE,North Macedonia,7206 Europe,7206,72,72 geography
3976,5713,The former Yugoslav Republic of Macedonia,USE,North Macedonia,7231 economic geography,7231,72,72 geography
3977,5713,The former Yugoslav Republic of Macedonia,USE,North Macedonia,7236 political geography,7236,72,72 geography
3978,4458,Thessaly,,,7211 regions of EU Member States,7211,72,72 geography
3979,2295,Third World,USE,developing countries,1611 economic conditions,1611,16,16 economics
3980,2295,Third World countries,USE,developing countries,1611 economic conditions,1611,16,16 economics
3981,5932,Thuringia,,,7211 regions of EU Member States,7211,72,72 geography
3982,5932,Thuringia (Free State of),USE,Thuringia,7211 regions of EU Member States,7211,72,72 geography
3983,5831,Tibetan question,,,0816 international security,0816,08,08 international relations
3984,8520,Timis,,,7211 regions of EU Member States,7211,72,72 geography
3985,4460,Timor,,,7226 Asia and Oceania,7226,72,72 geography
3986,4461,Timor-Leste,USE,East Timor,7226 Asia and Oceania,7226,72,72 geography
3987,4461,Timor-Leste,USE,East Timor,7231 economic geography,7231,72,72 geography
3988,4465,Togo,,,7221 Africa,7221,72,72 geography
3989,4465,Togo,,,7231 economic geography,7231,72,72 geography
3990,4465,Togolese Republic,USE,Togo,7221 Africa,7221,72,72 geography
3991,4465,Togolese Republic,USE,Togo,7231 economic geography,7231,72,72 geography
3992,6281,Tokelau,,,7226 Asia and Oceania,7226,72,72 geography
3993,6281,Tokelau,,,7231 economic geography,7231,72,72 geography
3994,2047,Tokyo Round,,,2011 tariff policy,2011,20,20 trade
3995,1103,Tomme de Savoie,USE,semi-soft cheese,6016 processed agricultural produce,6016,60,60 agri-foodstuffs
3996,4466,Tonga,,,7226 Asia and Oceania,7226,72,72 geography
3997,4466,Tonga,,,7231 economic geography,7231,72,72 geography
3998,7397,Torah,USE,sacred text,2831 culture and religion,2831,28,28 social questions
3999,2251,Tory Party,USE,Conservative Party,0411 political party,0411,04,04 politics
4000,4477,Trade Expansion Act,,,2011 tariff policy,2011,20,20 trade
4001,2220,Trans-European Automated Real-time Gross settlement Express Transfer system,USE,intra-EU payment,2411 monetary economics,2411,24,24 finance
4002,441001,Trans-European Transport Network Executive Agency,USE,executive agency,1006 EU institutions and European civil service,1006,10,1006 eu institutions and european civil service
4003,321,Transkei,USE,South Africa,7221 Africa,7221,72,72 geography
4004,321,Transkei,USE,South Africa,7231 economic geography,7231,72,72 geography
4005,6072,Translation Centre for the Bodies of the European Union,,,1006 EU institutions and European civil service,1006,10,1006 eu institutions and european civil service
4006,3017,Transpac,USE,transmission network,3226 communications,3226,32,32 education and communications
4007,5653,Travellers,USE,Roma,2821 social framework,2821,28,28 social questions
4008,4569,Treasury,,,2436 public finance and budget policy,2436,24,24 finance
4009,7127,Treaty establishing a Constitution for Europe,USE,European Constitution,1011 European Union law,1011,10,1011 european union law
4010,4480,Treaty establishing the European Coal and Steel Community,USE,ECSC Treaty,1011 European Union law,1011,10,1011 european union law
4011,6142,Treaty of Amsterdam,,,1011 European Union law,1011,10,1011 european union law
4012,8553,Treaty of Lisbon,,,1011 European Union law,1011,10,1011 european union law
4013,4068,Treaty of Maastricht,USE,Treaty on European Union,1011 European Union law,1011,10,1011 european union law
4014,6726,Treaty of Nice,,,1011 European Union law,1011,10,1011 european union law
4015,4481,Treaty of Rome,USE,EEC Treaty,1011 European Union law,1011,10,1011 european union law
4016,4068,Treaty on European Union,,,1011 European Union law,1011,10,1011 european union law
4017,c_777eba81,"Treaty on Stability, Coordination and Governance",,,1011 European Union law,1011,10,1011 european union law
4018,c_777eba81,"Treaty on Stability, Coordination and Governance in the EMU",USE,"Treaty on Stability, Coordination and Governance",1011 European Union law,1011,10,1011 european union law
4019,c_777eba81,"Treaty on Stability, Coordination and Governance in the Economic and Monetary Union",USE,"Treaty on Stability, Coordination and Governance",1011 European Union law,1011,10,1011 european union law
4020,443137,Treaty on the Functioning of the EU,,,1011 European Union law,1011,10,1011 european union law
4021,443137,Treaty on the Functioning of the European Union,USE,Treaty on the Functioning of the EU,1011 European Union law,1011,10,1011 european union law
4022,4568,Trentino-Alto Adige,,,7211 regions of EU Member States,7211,72,72 geography
4023,7835,Trenčín region,,,7211 regions of EU Member States,7211,72,72 geography
4024,5761,Trevi Group,USE,EU body for police and judicial cooperation,1016 European construction,1016,10,1016 european construction
4025,4570,Trinidad and Tobago,,,7216 America,7216,72,72 geography
4026,4570,Trinidad and Tobago,,,7231 economic geography,7231,72,72 geography
4027,4570,Trinidad and Tobago,,,7236 political geography,7236,72,72 geography
4028,3830,Tristan da Cunha,USE,Saint Helena,7221 Africa,7221,72,72 geography
4029,3830,Tristan da Cunha,USE,Saint Helena,7241 overseas countries and territories,7241,72,72 geography
4030,7834,Trnava region,,,7211 regions of EU Member States,7211,72,72 geography
4031,5942,Troika (EU),,,1016 European construction,1016,10,1016 european construction
4032,2547,Tuamotu Islands,USE,French Polynesia,7226 Asia and Oceania,7226,72,72 geography
4033,2547,Tuamotu Islands,USE,French Polynesia,7231 economic geography,7231,72,72 geography
4034,2547,Tuamotu Islands,USE,French Polynesia,7241 overseas countries and territories,7241,72,72 geography
4035,8532,Tulcea,,,7211 regions of EU Member States,7211,72,72 geography
4036,4578,Tunisia,,,7221 Africa,7221,72,72 geography
4037,4578,Tunisia,,,7231 economic geography,7231,72,72 geography
4038,4578,Tunisia,,,7236 political geography,7236,72,72 geography
4039,4578,Tunisian Republic,USE,Tunisia,7221 Africa,7221,72,72 geography
4040,4578,Tunisian Republic,USE,Tunisia,7231 economic geography,7231,72,72 geography
4041,4578,Tunisian Republic,USE,Tunisia,7236 political geography,7236,72,72 geography
4042,4580,Turkey,,,7206 Europe,7206,72,72 geography
4043,4580,Turkey,,,7226 Asia and Oceania,7226,72,72 geography
4044,4580,Turkey,,,7231 economic geography,7231,72,72 geography
4045,4580,Turkey,,,7236 political geography,7236,72,72 geography
4046,5944,Turkmenistan,,,7226 Asia and Oceania,7226,72,72 geography
4047,5944,Turkmenistan,,,7236 political geography,7236,72,72 geography
4048,1298,Turks and Caicos Islands,,,7216 America,7216,72,72 geography
4049,1298,Turks and Caicos Islands,,,7241 overseas countries and territories,7241,72,72 geography
4050,4468,Tuscany,,,7211 regions of EU Member States,7211,72,72 geography
4051,4583,Tuvalu,,,7226 Asia and Oceania,7226,72,72 geography
4052,4583,Tuvalu,,,7231 economic geography,7231,72,72 geography
4053,6200,Tyrol,,,7211 regions of EU Member States,7211,72,72 geography
4054,5220,Tyrrhenian Sea,,,5211 natural environment,5211,52,52 environment
4055,c_681e6d24,UA,USE,drone,4826 air and space transport,4826,48,48 transport
4056,4327,UAA,USE,utilised agricultural area,5616 farming systems,5616,56,"56 agriculture, forestry and fisheries"
4057,2102,UAMCE,USE,African and Mauritian Common Organisation,7616 extra-European organisations,7616,76,76 international organisations
4058,c_681e6d24,UAV,USE,drone,4826 air and space transport,4826,48,48 transport
4059,c_681e6d24,UCAV,USE,drone,4826 air and space transport,4826,48,48 transport
4060,c_7f2d2214,UCITS,USE,UCITS fund,2416 financial institutions and credit,2416,24,24 finance
4061,c_7f2d2214,UCITS fund,,,2416 financial institutions and credit,2416,24,24 finance
4062,6004,UDC,USE,classification,3221 documentation,3221,32,32 education and communications
4063,4586,UDE,USE,Central African Economic and Monetary Community,7616 extra-European organisations,7616,76,76 international organisations
4064,4586,UEAC,USE,Central African Economic and Monetary Community,7616 extra-European organisations,7616,76,76 international organisations
4065,1576,UHT milk,USE,sterilised milk,6016 processed agricultural produce,6016,60,60 agri-foodstuffs
4066,2431,UN Capital Development Fund,USE,UN Development Programme,7606 United Nations,7606,76,76 international organisations
4067,4594,UN Centre for Regional Development,,,7606 United Nations,7606,76,76 international organisations
4068,17,UN Commission,,,7606 United Nations,7606,76,76 international organisations
4069,23,UN Commission for Social Development,USE,UN technical commission,7606 United Nations,7606,76,76 international organisations
4070,23,UN Commission on Crime Prevention and Criminal Justice,USE,UN technical commission,7606 United Nations,7606,76,76 international organisations
4071,c_b605a1d4,UN Commission on Human Rights,USE,UN Human Rights Council,7606 United Nations,7606,76,76 international organisations
4072,23,UN Commission on Narcotic Drugs,USE,UN technical commission,7606 United Nations,7606,76,76 international organisations
4073,23,UN Commission on Population and Development,USE,UN technical commission,7606 United Nations,7606,76,76 international organisations
4074,23,UN Commission on Science and Technology for Development,USE,UN technical commission,7606 United Nations,7606,76,76 international organisations
4075,23,UN Commission on Sustainable Development,USE,UN technical commission,7606 United Nations,7606,76,76 international organisations
4076,23,UN Commission on the Status of Women,USE,UN technical commission,7606 United Nations,7606,76,76 international organisations
4077,91,UN Conference,,,0806 international affairs,0806,08,08 international relations
4078,6083,UN Conference on Environment and Development,,,7606 United Nations,7606,76,76 international organisations
4079,6016,UN Conference on Trade and Development,,,7606 United Nations,7606,76,76 international organisations
4080,2431,UN Development Fund for Women,USE,UN Development Programme,7606 United Nations,7606,76,76 international organisations
4081,2431,UN Development Programme,,,7606 United Nations,7606,76,76 international organisations
4082,3709,UN Economic and Social Council,USE,Ecosoc,7606 United Nations,7606,76,76 international organisations
4083,2432,UN Environment Programme,,,7606 United Nations,7606,76,76 international organisations
4084,968,UN Food and Agriculture Organisation,USE,FAO,7606 United Nations,7606,76,76 international organisations
4085,23,UN Forum on Forests,USE,UN technical commission,7606 United Nations,7606,76,76 international organisations
4086,434056,UN Framework Convention on Climate Change,,,0806 international affairs,0806,08,08 international relations
4087,2885,UN General Assembly,,,7606 United Nations,7606,76,76 international organisations
4088,8385,UN High Commissioner for Human Rights,,,7606 United Nations,7606,76,76 international organisations
4089,3710,UN High Commissioner for Refugees,USE,UNHCR,7606 United Nations,7606,76,76 international organisations
